username,is_fake,account_age_days,followers,following,posts_count,avg_likes,avg_comments,avg_shares,has_profile_pic,has_bio,has_location,verified,has_website,has_pinned_posts,followers_following_ratio,engagement_rate,suspicious_username,low_activity,high_follower_ratio,low_engagement,created_date
e7ur23gdppq,0,35,162,180,53,32.1929317825844,10.037030735388898,0.0,0,1,1,0,1,1,0.9,0.2606787809751438,0,0,0,0,2025-06-26
fake195,1,36,974,200,1,0.0,0.0,1.18402354456309,1,0,0,0,0,0,4.87,0.0012156299225493737,1,1,0,1,2025-06-25
tfgq5c3,0,1093,161,226,55,33.3347644141573,8.968513865807001,2.2778607847198353,1,1,0,0,0,0,0.7123893805309734,0.2769014848738145,0,0,0,0,2022-08-03
4dxtad1ior56fa,0,795,165,204,54,20.903493822336383,16.826016918579707,0.0,1,1,0,0,0,0,0.8088235294117647,0.2286637014600975,0,0,0,0,2023-05-28
o72kz0,0,173,155,203,47,14.851981450532481,8.661411635430712,2.3482633225943954,1,0,0,0,1,0,0.7635467980295566,0.16684939618424252,0,0,0,0,2025-02-08
2xrghc0clbr7t,0,1556,155,222,60,34.752564595376974,0.0,5.920032054570841,1,1,1,0,0,0,0.6981981981981982,0.262403849354502,0,0,0,0,2021-04-27
cs4cc5o7u,0,1202,143,208,61,0.1965018946903676,19.65167012683483,7.897200603606435,1,1,1,0,1,0,0.6875,0.1940235847911303,0,0,0,0,2022-04-16
ubcxuljyljexq,0,63,147,217,49,12.962365218429428,5.962365053695191,4.572194170293745,1,1,1,0,0,0,0.6774193548387096,0.159843023417812,0,0,0,0,2025-05-29
77awudtsemci,0,1372,143,242,57,0.0,0.0,4.968710879206059,0,1,1,0,1,1,0.5909090909090909,0.034746229924517896,0,0,0,0,2021-10-28
kptk93tyt7,0,738,158,198,46,38.19222610524028,12.749027877018758,5.228663943616237,1,1,1,0,0,1,0.797979797979798,0.3555058096574385,0,0,0,0,2023-07-24
bot8941,1,340,51,196,8,1.0,0.0,0.0,0,0,0,0,0,0,0.2602040816326531,0.04420025187609369,1,0,0,0,2024-08-25
bot3878,1,121,968,199,3,1.0,0.0,0.0,0,0,1,0,0,0,4.864321608040201,0.006498523274171024,1,1,0,1,2025-04-01
bme9fpzue,0,1655,151,193,47,58.59987428165648,0.007866168891371927,4.007802840629994,1,1,1,0,0,0,0.7823834196891192,0.4146724721270056,0,0,0,0,2021-01-18
8yfbntpbn7,0,613,144,194,58,44.70423515580778,11.379873635826517,2.726020301427291,1,1,0,0,0,1,0.7422680412371134,0.4084036742573721,0,0,0,0,2023-11-26
8bmyymu5907if,0,947,158,210,54,20.19427306931142,0.0,1.0101851564934234,1,1,1,0,0,0,0.7523809523809524,0.13420543180889144,0,0,0,0,2022-12-27
2gog72oy0if,0,261,135,180,52,27.152421414861657,0.5220642021738238,9.525125573304106,1,1,1,0,1,1,0.75,0.2755526754839969,0,0,0,0,2024-11-12
znbqh,0,1571,161,184,57,0.0,7.886227397387427,0.6489834066123086,1,1,1,0,1,0,0.875,0.05301373170186171,0,0,0,0,2021-04-12
7m35ixokc1,0,1715,146,173,51,34.214254064921136,14.717776477492384,0.0,1,1,1,0,1,0,0.8439306358381503,0.33515089412612004,0,0,0,0,2020-11-19
spam519,1,289,961,50,7,2.1363235240943927,0.2297993841701253,1.9061639733977114,1,1,1,0,1,0,19.22,0.004445667930970062,1,0,1,1,2024-10-15
8jdp0lvsnujza7,0,23,154,203,62,27.755235951769404,7.001951460589188,0.0,1,0,1,0,1,0,0.7586206896551724,0.22569602215817267,0,0,0,0,2025-07-08
bot2792,1,296,984,204,4,2.0,0.0,0.0,0,0,0,0,0,0,4.823529411764706,0.004906478865477498,1,1,0,1,2024-10-08
xe6sylztg,0,710,135,200,37,19.422624199703883,6.58467808614284,1.2781979403802877,1,1,1,0,0,0,0.675,0.20211481649057045,0,0,0,0,2023-08-21
xn0guo4kh2vl,0,286,151,200,39,21.645989587816892,3.5285107567281724,4.568977067903056,1,1,1,0,0,1,0.755,0.19697667160561672,0,0,0,0,2024-10-18
spam412,1,288,39,206,7,0.5281666949084709,1.1522660444842359,0.0,0,0,0,0,1,0,0.18932038834951456,0.043088018958787354,1,0,0,0,2024-10-16
m31yiha,0,1410,152,212,59,21.713414729930594,6.202414091695021,0.18193893893072066,1,1,1,0,0,0,0.7169811320754716,0.184853735266818,0,0,0,0,2021-09-20
ir4cowgzrixa1,0,1383,137,180,45,19.145815644183987,13.233245098605149,4.362987412065215,1,1,1,0,0,0,0.7611111111111111,0.26819013251718504,0,0,0,0,2021-10-17
1dpg8sbi4q,0,1849,153,196,48,22.20811744054404,3.2196682226308795,6.122076941287302,1,1,1,0,1,0,0.7806122448979592,0.20620825231674653,0,0,0,0,2020-07-08
spam505,1,55,2448,204,2,1.3769310932826526,0.0,2.0124485579969287,1,0,0,0,0,0,0.2549019607843137,0.06518037790922272,1,1,0,0,2025-06-06
bot3322,1,102,6570,219,105,1.649171442706765,0.0,0.6296182191325859,0,1,0,0,0,0,4.54337899543379,0.002290240866170202,1,0,0,1,2025-04-20
1swjckjlteiyz,0,1543,159,198,53,23.115315307446668,12.218037387113533,0.0,1,0,1,0,0,1,0.803030303030303,0.22222234399094468,0,0,0,0,2021-05-10
cotohp6vz41,0,986,156,201,60,23.84242187650737,4.84094711768908,5.20451924704618,1,1,1,0,0,0,0.7761194029850746,0.21723005282847838,0,0,0,0,2022-11-18
nam148p0t,0,477,130,201,46,17.421299433923632,10.337648748254706,10.069849103637221,1,1,0,0,0,1,0.6467661691542289,0.29099074835242733,0,0,0,0,2024-04-10
vhhpb,0,399,141,204,36,12.854334485459491,9.778448331722462,1.3589423695244465,1,0,1,0,0,1,0.6911764705882353,0.17015407933834326,0,0,0,0,2024-06-27
myofqewa,1,5,48,42,4,0.0,0.0,0.0,1,1,1,0,1,0,1.1428571428571428,0.0,0,0,0,0,2025-07-26
vxdp5g,0,1285,150,187,50,38.084421169292554,7.7450804081349895,8.619374018936066,1,1,0,0,0,0,0.8021390374331551,0.3629925039757574,0,0,0,0,2022-01-23
user3383,1,147,165,15,99,0.0,3.6346157332779043,0.5431090829517586,0,0,0,0,0,0,68.86666666666666,0.004044264100899964,1,0,1,1,2025-03-06
user8009,1,17,288,9,6,0.0,3.2658088689295974,1.3366047717045602,1,0,0,0,0,0,104.77777777777777,0.004880608314564324,1,0,1,1,2025-07-14
bot1038,1,99,988,7,8,0.0,1.915431082499241,0.9225400802900772,1,1,0,0,0,0,141.14285714285714,0.0028724404481673266,1,0,1,1,2025-04-23
1gv0e38daly8oz,0,1852,134,197,50,0.0,9.517608500289246,0.0,1,1,1,0,0,0,0.6802030456852792,0.07102692910663616,0,0,0,0,2020-07-05
cywd14,0,1344,165,179,50,34.93628355022034,9.199110229311604,10.908125452126836,1,1,0,0,0,0,0.9217877094972067,0.3335970862524774,0,0,0,0,2021-11-25
ve92mpnsm43d8,0,801,134,208,43,24.132658435223796,0.0,11.059900620674357,1,0,0,0,1,1,0.6442307692307693,0.2626310377305832,0,0,0,0,2023-05-22
spam183,1,318,984,10,7,2.0,0.0,0.0,1,0,1,0,0,0,98.4,0.003851248621401263,1,0,1,1,2024-09-16
1q3vli7k,1,24,52,45,7,0.0,0.21592294645122628,0.0,1,0,0,0,0,0,1.1555555555555554,0.004152364354831275,0,0,0,0,2025-07-07
iqvnb4gh2m5zj,0,1169,160,188,42,17.907417867701433,12.97013455557712,0.0,1,1,1,0,0,0,0.851063829787234,0.19298470264549095,0,0,0,0,2022-05-19
a8dzr1yxr2dhy,0,513,156,216,52,16.11436781268945,3.429201207320174,1.6419937029296803,1,0,0,0,0,1,0.7222222222222222,0.13580488924961093,0,0,0,0,2024-03-05
lurtp0l,0,119,119,206,49,19.441666452352376,21.70699763824582,1.3020518592241312,1,1,1,0,0,0,0.5776699029126213,0.3567287054606918,0,0,0,0,2025-04-03
zjjege,0,1360,156,218,54,22.256283577153646,7.919688019729803,14.017077926191375,1,1,1,0,1,0,0.7155963302752294,0.2832887789940694,0,0,0,0,2021-11-09
t1ghr09skdgig,0,1864,146,179,59,19.13571804449622,17.909690152469175,4.267671507569899,1,1,0,0,1,0,0.8156424581005587,0.28296629934613216,0,0,0,0,2020-06-23
atj9tze,0,1638,163,202,46,43.917575948374584,0.0,0.0,1,1,1,0,0,0,0.806930693069307,0.2694329812783717,0,0,0,0,2021-02-04
5r5uqpg,0,1291,151,214,41,0.0,3.8000968688021963,0.0,1,1,1,0,0,0,0.705607476635514,0.025166204429153616,0,0,0,0,2022-01-17
fake120,1,364,1880,47,5,0.0,2.381542375976432,0.0,0,1,1,0,1,0,1.3404255319148937,0.037802259936133835,1,0,0,0,2024-08-01
38diuovw1n6k,0,959,130,195,40,16.63050275004463,6.979982374697688,13.25227383908135,1,0,1,0,0,1,0.6666666666666666,0.2835596843371051,0,0,0,0,2022-12-15
vpuc8d1wjcitfo,0,984,141,210,54,11.483674052387093,8.457541211723239,0.0,1,1,1,0,0,1,0.6714285714285714,0.1414270586107116,0,0,0,0,2022-11-20
yqbkk,0,661,155,205,41,16.24521932400509,18.378233888694794,6.614660911047039,1,1,0,0,0,0,0.7560975609756098,0.26605234918546405,0,0,0,0,2023-10-09
user3349,1,280,2134,194,5,0.0,1.9659503585229623,0.0,0,1,1,0,0,1,0.27319587628865977,0.03709340299099929,1,0,0,0,2024-10-24
tx63cfl0ukey,0,116,160,196,57,17.1637779625719,0.0,0.0,1,0,1,0,0,1,0.8163265306122449,0.10727361226607438,0,0,0,0,2025-04-06
z7srcbpljd84,0,1896,130,181,56,8.210158092380757,0.0,0.0,1,1,1,0,0,0,0.7182320441988951,0.06315506224908275,0,0,0,0,2020-05-22
u89yjb1qx6,0,311,139,180,47,27.619869903688155,7.139138512575224,3.608489030980068,1,1,1,0,1,0,0.7722222222222223,0.27602516149096,0,0,0,0,2024-09-23
gvwrdml,0,1429,155,182,62,40.8531132352597,9.462482450814898,2.051763099216903,1,1,1,1,0,0,0.8516483516483516,0.3378539276470419,0,0,0,0,2021-09-01
y4lyk83tq,0,1416,143,197,53,0.32245651474760706,17.24600665874958,8.093809258486584,0,0,1,0,0,0,0.7258883248730964,0.17945645057331308,0,0,0,0,2021-09-14
ll8os9xt,1,266,126,9,4,3.9017926519195814,0.0,0.0,1,1,0,0,0,0,112.66666666666667,0.0038479217474552086,0,1,1,1,2024-11-07
bswrpbjek5,0,246,139,199,51,18.877199210977295,0.0,1.7995574367172331,1,1,0,0,0,1,0.6984924623115578,0.14875364494744264,0,0,0,0,2024-11-27
rbw2zlao,0,1769,132,229,37,18.685426132752838,6.221743193758628,4.9409996748592855,1,1,1,0,0,0,0.5764192139737991,0.2261224924346269,0,0,0,0,2020-09-26
i4e8x,0,945,150,164,55,27.630023743807033,0.0,0.0,0,1,0,0,0,1,0.9146341463414634,0.1842001582920469,0,0,0,0,2022-12-29
f7kzorq,0,540,141,191,53,15.159802417367963,2.993335868359621,8.64097070924529,1,0,1,0,1,0,0.7382198952879581,0.19002914180831826,0,0,0,0,2024-02-07
qfgv0ec14m2ja0,0,370,153,214,41,28.3434501410099,0.0,0.0,1,1,1,0,0,0,0.7149532710280374,0.18525130811117582,0,0,0,0,2024-07-26
4ux5qrl1,1,213,959,13,5,8.191415357168179,0.5425431534721233,0.5088330125989637,1,1,1,0,0,0,73.76923076923077,0.009637947365212998,0,0,1,1,2024-12-30
qlgzui1b0z3nx,0,1831,140,196,43,45.533224169528566,10.758698326971125,9.232519679732889,1,0,1,0,0,0,0.7142857142857143,0.4680317298302327,0,0,0,0,2020-07-26
39rbsv55,1,86,967,9,3,1.0,0.0,0.0,0,1,1,0,0,0,107.44444444444444,0.012019627757893697,0,1,1,0,2025-05-06
d6af5,0,915,163,195,55,15.247673580623037,0.33890500560438763,1.1437541228145718,1,0,1,0,1,1,0.8358974358974359,0.1026400779695828,0,0,0,0,2023-01-28
spam498,1,118,52,193,6,1.0,0.0,0.0,1,1,0,0,0,0,0.2694300518134715,0.028216930085250117,1,0,0,0,2025-04-04
nlz15bcw,0,1337,159,235,35,40.8574967186112,0.0,0.0,1,0,1,0,1,0,0.676595744680851,0.256965388167366,0,0,0,0,2021-12-02
790pdw5py6b2kn,0,1206,152,192,38,25.269332141368125,18.519147653010318,7.798956226446528,1,1,0,0,1,0,0.7916666666666666,0.3393910264527959,0,0,0,0,2022-04-12
ftu2gc,0,21,143,241,48,14.34628661879156,8.75998608610536,11.57356152998996,1,1,0,0,1,0,0.5933609958506224,0.2425163233208873,0,0,0,0,2025-07-10
5wi6fqjja26yf,0,43,164,182,44,18.15232677784926,13.954103558202103,0.0,1,1,1,0,1,0,0.9010989010989011,0.19577091668324,0,0,0,0,2025-06-18
pmvxpj4,0,611,144,201,59,35.045769644917755,7.539775477848721,1.84040752678319,1,1,0,0,1,0,0.7164179104477612,0.30851356006631714,0,0,0,0,2023-11-28
hnriuu9,0,1278,156,195,69,0.0,6.605214431645496,3.812854075132426,1,1,1,0,1,1,0.8,0.06678249042806361,0,0,0,0,2022-01-30
k9xjuy0bvr6k,0,1968,154,221,50,40.52632931709013,4.247178812323867,0.38930212404968056,1,1,1,0,1,1,0.6968325791855203,0.293265001645868,0,0,0,0,2020-03-11
2vmwwyzx4w,0,990,149,210,53,10.948665518604164,7.216502003500096,0.0,1,1,0,0,1,0,0.7095238095238096,0.12191387598727693,0,0,0,0,2022-11-14
6xlpu0,0,1510,155,189,60,1.1418308771369396,1.3436933131008244,0.49057747404724106,1,1,1,0,0,1,0.8201058201058201,0.019200655898612935,0,0,0,0,2021-06-12
dk0get8t63j3r,0,546,153,214,45,12.663578211216393,7.378477165446738,0.0,1,0,1,0,1,1,0.7149532710280374,0.1309938259912623,0,0,0,0,2024-02-01
30me8f8,0,640,155,218,56,27.557276276602718,8.2785492554281,0.7937117269072878,1,1,1,0,1,0,0.7110091743119266,0.23631959521895554,0,0,0,0,2023-10-30
40982n2atq,0,888,162,181,54,20.582983430728458,6.234526653068691,12.20872955281426,1,1,0,0,0,0,0.8950276243093923,0.24090271380624326,0,0,0,0,2023-02-24
yyv37dia5u,0,1144,152,215,44,34.13468315401802,0.0,2.743754481176076,1,0,0,0,1,1,0.7069767441860465,0.2426213002315401,0,0,0,0,2022-06-13
6hc36kof8krd5,0,1622,142,190,51,7.877872183890965,0.0,10.609255814721658,1,1,1,0,0,0,0.7473684210526316,0.13019104224375086,0,0,0,0,2021-02-20
eqy08p0f,1,216,998,8,5,1.0,0.0,0.0,1,0,0,0,1,0,124.75,0.002295651604681263,0,0,1,1,2024-12-27
x4w7kyh,0,1448,165,216,45,0.0,2.4659733648118545,0.0,1,1,1,0,0,1,0.7638888888888888,0.014945293120071845,0,0,0,0,2021-08-13
qin9n6xcj883,0,1553,156,198,42,18.272406083450868,9.633424154333717,3.7413611320136244,1,1,1,0,1,0,0.7878787878787878,0.2028666113448603,0,0,0,0,2021-04-30
dhx8bm92h3tv3i,0,1953,123,171,54,7.515591753227412,0.0,0.0,1,1,0,0,0,1,0.7192982456140351,0.06110237197745863,0,0,0,0,2020-03-26
12vj99t,0,1402,145,223,59,15.396782769689407,5.46680803428382,0.0,1,1,1,0,0,0,0.6502242152466368,0.14388683313084985,0,0,0,0,2021-09-28
2d5em,0,419,139,215,48,8.92053781960896,3.6555594744930797,7.590078272880705,0,1,1,0,0,0,0.6465116279069767,0.14508039976246578,0,0,0,0,2024-06-07
2vajepecqnvqh,0,195,154,208,42,21.971876011718308,0.0,0.0,1,1,1,0,0,0,0.7403846153846154,0.1426745195566124,0,0,0,0,2025-01-17
w06xk,0,1451,153,179,41,0.0,0.0,0.0,1,1,1,0,0,0,0.8547486033519553,0.0,0,0,0,1,2021-08-10
user7313,1,37,985,8,6,0.0,0.15627402707341653,0.0,1,1,1,0,0,1,123.125,0.00015865383459230106,1,0,1,1,2025-06-24
bot3567,1,104,52,198,4,2.093901521582246,1.8074237605123877,0.4172143096473435,1,1,1,0,0,0,0.26262626262626265,0.08304883830273034,1,1,0,0,2025-04-18
qvdz4x1zhqimq,0,407,148,204,36,14.800502247637668,0.0,6.815444991065162,1,1,1,0,0,0,0.7254901960784313,0.1460536975588029,0,0,0,0,2024-06-19
odpxnf7c3dd,0,837,157,191,57,34.2968756806413,9.104683360778344,5.625478934239986,0,1,1,0,1,0,0.8219895287958116,0.31227412723350084,0,0,0,0,2023-04-16
03uvulem,1,188,1041,7,2,1.0,0.0,0.0,1,0,0,0,0,0,148.71428571428572,0.0057403363386247614,0,1,1,1,2025-01-24
fake832,1,55,1032,43,99,4.126512021139308,4.937479354401684,0.0,1,0,0,0,0,0,1.0,0.21079049710560446,1,0,0,0,2025-06-06
4muekipu1wyu,0,1495,155,211,34,16.742099749085526,2.376842267896657,2.7759534192948956,1,1,0,0,1,0,0.7345971563981043,0.14125738991146503,0,0,0,0,2021-06-27
vxybj17mgfxc0,0,889,148,195,38,0.0,3.925766702509567,9.113740680499701,1,1,1,0,0,0,0.7589743589743589,0.08810477961492748,0,0,0,0,2023-02-23
spam884,1,13,39,218,2,6.631077011207962,0.9398343012118682,0.0,1,1,0,0,0,0,0.17889908256880735,0.19412593108768794,1,0,0,0,2025-07-18
spam827,1,100,930,203,6,0.0,0.0,0.0,1,0,1,0,0,1,4.58128078817734,0.007142549040152948,1,0,0,1,2025-04-22
pj1ep,0,230,162,190,45,37.93004177004224,0.0,3.2778682685618445,1,1,1,0,0,0,0.8526315789473684,0.2543698150531116,0,0,0,0,2024-12-13
kyrybovakhe,0,484,154,187,61,22.25201951009327,10.08583628925847,0.0,1,1,1,0,1,0,0.8235294117647058,0.20998607661916716,0,0,0,0,2024-04-03
bot1232,1,119,962,11,7,1.7864810263835826,0.0,0.38474057889572444,0,0,0,0,0,0,87.45454545454545,0.0022569871156749555,1,0,1,1,2025-04-03
c5ba75uu,1,210,45,174,90,4.129436030965179,0.5382955548315042,0.0,0,0,0,0,0,0,0.25862068965517243,0.10372736857325962,0,0,0,0,2025-01-02
ko8g8qyn,0,187,172,205,46,27.31808427306611,1.2396628179239881,3.3293911482602425,1,1,1,0,0,0,0.8390243902439024,0.18539033860029266,0,0,0,0,2025-01-25
pdpoc50h2cwtg1,0,1677,150,199,39,18.73155501284288,0.0,5.91418582368946,1,0,1,1,1,0,0.7537688442211056,0.1643049389102156,0,0,0,0,2020-12-27
m8xfdjgf,0,1106,159,234,54,0.0,18.468371990227602,0.0,1,1,1,1,0,0,0.6794871794871795,0.1161532829574063,0,0,0,0,2022-07-21
1c8wquu,0,1907,146,202,45,13.548511943570817,5.690842524002965,0.0,1,1,1,0,0,1,0.7227722772277227,0.13177640046283412,0,0,0,0,2020-05-11
y5x9l8lpqw2v,0,1391,145,201,33,40.77723387818486,3.662430855421184,5.33083032735831,1,0,1,0,0,0,0.7213930348258707,0.3432447935238921,0,0,0,0,2021-10-09
mcqbnkx9dv,0,700,167,186,55,42.240721912586224,1.151411540924126,6.268623361286387,1,1,0,0,1,0,0.8978494623655914,0.297369801286208,0,0,0,0,2023-08-31
nu80b6ugvs,0,1209,135,196,50,23.54488854091663,2.401812213766599,13.501978213425856,1,1,1,0,0,1,0.6887755102040817,0.29221243680080805,0,0,0,0,2022-04-09
8q349dxbz,0,1659,136,178,40,13.733303038523303,12.537905211978892,0.15887362379454295,1,1,1,0,1,0,0.7640449438202247,0.19433883731100543,0,0,0,0,2021-01-14
9svn7n1ybwm,0,561,146,181,52,13.104039029386595,6.053759116274526,0.0,1,1,1,0,0,1,0.8066298342541437,0.13121779551822688,0,0,0,0,2024-01-17
lunj48v,0,1192,178,219,54,34.51231623857958,0.5125182862100264,0.0,1,1,1,0,0,1,0.8127853881278538,0.19676873328533484,0,0,0,0,2022-04-26
user5595,1,83,989,13,3,1.0,0.0,0.0,0,0,0,0,0,0,76.07692307692308,0.002486581698827382,1,1,1,1,2025-05-09
spam486,1,219,10440,232,4,6.05698277245796,0.0,1.0187776437548606,0,0,0,0,0,0,0.22413793103448276,0.1360723156964004,1,1,0,0,2024-12-24
dysal8m1g9fk2s,0,595,154,168,48,43.06897877618829,10.610593096389948,2.334909039093664,1,1,0,0,0,1,0.9166666666666666,0.36373039553033704,0,0,0,0,2023-12-14
t0sx5wvfgy,0,928,130,223,45,46.243758563081315,16.051632629523894,0.0,1,0,0,0,1,0,0.5829596412556054,0.47919531686619393,0,0,0,0,2023-01-15
w6zbnz8v,0,151,140,198,52,30.345617078677915,8.26301425900257,4.262657181797423,0,1,0,0,1,1,0.7070707070707071,0.3062234894248422,0,0,0,0,2025-03-02
12ii826,0,1710,127,224,51,32.15517523304465,2.8428669976251126,7.534823831513208,1,1,1,0,0,0,0.5669642857142857,0.33490445718254314,0,0,0,0,2020-11-24
gyup12spfh,0,1212,126,191,50,29.61779993616605,11.345354934344783,1.9173212487618718,1,1,1,0,0,1,0.6596858638743456,0.34032123904184686,0,0,0,0,2022-04-06
v5brn7zsedfqs,0,1778,137,219,54,4.882791518938532,0.0,2.498028782607203,1,0,0,0,0,0,0.6255707762557078,0.05387460074120975,0,0,0,0,2020-09-17
3d6357oonnci,0,52,144,200,59,0.0,13.519013914321903,0.0,1,1,1,1,0,0,0.72,0.09388204107167988,0,0,0,0,2025-06-09
fake570,1,87,196,7,4,0.9149147478781479,0.0,2.6267164863455226,1,1,0,0,0,0,137.85714285714286,0.003670084180542664,1,1,1,1,2025-05-05
1qw6ahf7vp1ie,0,363,157,200,59,26.49439738041044,0.0,2.428435807016795,1,1,1,0,1,0,0.785,0.18422186743584226,0,0,0,0,2024-08-02
ixwc4rtwuzka,0,640,138,197,57,59.31189636544963,0.0,9.320886193762188,1,1,1,0,0,0,0.700507614213198,0.49733900405225956,0,0,0,0,2023-10-30
spam697,1,120,996,60,4,0.0,0.0,0.0,1,0,0,0,1,0,16.6,0.00921802774271045,1,1,1,1,2025-04-02
toqw9ja2,0,335,145,173,49,39.34095295145036,12.744051799525067,0.9552292238799296,1,1,1,0,0,1,0.838150289017341,0.365794717067968,0,0,0,0,2024-08-30
fake508,1,207,2548,52,10,12.550677910428114,0.0,1.1332324483156342,1,1,1,0,0,0,19.26923076923077,0.013656597164414919,1,0,1,0,2025-01-05
user4278,1,138,3502,206,6,1.2174648458231363,3.116631661782871,0.9393058408322967,0,0,0,0,0,0,4.825242718446602,0.005305233750943969,1,0,0,1,2025-03-15
kbhb7s9,0,405,147,201,49,32.245087339075155,6.871579617076318,0.08660781224065928,1,1,1,0,1,1,0.7313432835820896,0.26668894400266757,0,0,0,0,2024-06-21
user9490,1,27,48,194,3,8.67451623921722,1.7594997567973485,1.2714113018874913,1,1,0,0,0,0,0.24742268041237114,0.24386306870629293,1,0,0,0,2025-07-04
bot1572,1,19,985,206,4,12.100245534648236,4.42517438106159,0.20369567184784734,0,0,1,0,0,0,4.781553398058253,0.016983873692951953,1,0,0,0,2025-07-12
7s20c,0,1284,164,204,58,20.65272002965199,9.46511611614805,0.0,1,1,1,0,0,0,0.803921568627451,0.18364534235243926,0,0,0,0,2022-01-24
v3tlcxlvpy,0,1828,129,219,53,15.550888113953025,10.036236673774486,0.0,1,1,1,0,0,1,0.589041095890411,0.19834980455602721,0,0,0,0,2020-07-29
user2257,1,212,3519,207,5,1.4419883457854934,0.0,0.5336790599453971,1,1,1,0,0,0,0.22705314009661837,0.04203547671767852,1,0,0,0,2024-12-31
yos0fb4y,1,110,36,41,88,1.0,0.0,0.0,0,0,0,0,0,0,0.8780487804878049,0.10413840335891598,0,0,0,0,2025-04-12
bc2nnuvy8n1,0,1964,124,198,51,27.231000910030794,7.949865178540158,3.9689864910812576,0,1,1,0,1,1,0.6262626262626263,0.3157246175778404,0,0,0,0,2020-03-15
utoxie0r,1,148,40,208,12,0.0,0.9651898164556327,0.0,1,0,0,0,1,0,0.19230769230769232,0.02412974541139082,0,0,0,0,2025-03-05
6e1zhwy9hecg,0,247,168,210,50,42.40907299697517,9.223221191543178,8.746625314729222,1,1,0,0,0,0,0.8,0.3593983303764736,0,0,0,0,2024-11-26
z9389,0,932,154,213,54,44.92161520592594,5.6398119582245645,10.05895295656198,1,0,0,0,1,1,0.7230046948356808,0.39363883195267846,0,0,0,0,2023-01-11
yztkkf,0,238,150,223,50,20.845044302181815,0.9028341412149343,7.99819039592957,1,0,0,0,0,0,0.672645739910314,0.1983071255955088,0,0,0,0,2024-12-05
zzgni,0,1289,157,186,51,16.72018382756144,7.228953536527346,0.0,1,1,0,0,1,1,0.8440860215053764,0.15254227620438715,0,0,0,0,2022-01-19
